source_path,quality_class,split,output_path,confidence,selected_bbox,padded_bbox,status,message
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_305.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9108.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5812.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2482.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8496.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6449.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1665.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6826.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7111.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9494.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3246.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7005.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2770.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4141.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4295.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2417.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_423.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8425.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6738.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5045.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9239.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9193.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1936.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9667.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8533.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8978.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3449.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_775.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2867.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6881.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1445.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1644.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7209.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_265.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_623.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4223.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8580.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8762.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6482.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_661.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8375.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3498.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5929.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1723.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4413.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2117.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5814.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5137.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7432.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1429.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8113.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3214.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6418.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4038.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8466.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4177.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1879.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4432.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9732.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1959.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3984.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7690.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2784.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2322.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9389.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4020.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9771.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7194.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2379.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8088.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7664.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1074.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8664.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8126.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9840.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6287.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4974.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2816.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4773.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5854.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7206.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6847.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7342.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2720.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6079.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1192.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6390.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5576.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2992.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2785.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1853.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1234.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1265.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4821.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6292.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2514.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2738.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3338.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4972.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5465.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_591.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1491.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2819.jpeg,good,test,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5218.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_2148.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3179.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_6929.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3457.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1831.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9206.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3989.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5360.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_4394.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_8213.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3105.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_7142.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9067.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5573.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5332.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_8711.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5421.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9498.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_324.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_7336.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_8067.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_91.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_4017.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_6232.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3680.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_2700.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5334.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_688.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3454.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_8129.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_7684.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_833.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1188.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3334.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3252.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5842.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_734.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_8954.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_6993.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5241.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9021.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9475.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_4927.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9175.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_7056.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_6538.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1115.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1359.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_7581.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1443.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9687.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1705.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9060.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1091.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5768.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3618.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_4459.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9139.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_4801.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3148.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3050.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1800.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3223.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1087.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_6853.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9356.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_8615.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1015.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3856.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1998.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_7549.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_6417.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_2691.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_7360.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_2201.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3741.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1658.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_8719.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_6244.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_8467.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1283.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9051.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9873.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3916.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_114.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_8348.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_7126.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1104.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9262.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5759.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5954.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5992.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_8631.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5240.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5480.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5530.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_9378.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_4970.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_6239.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_2020.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5919.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3704.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_1958.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_4093.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_3710.jpeg,bad,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\def_front\cast_def_0_5809.jpeg,bad,train,,,,,no_detection,No inspected_object detection
